opcode,candidate,evidence_status,receiver_handled,receiver_target_va,family,record_count,recording_count,payload_length_histogram,static_copy_bytes,request_payload_bytes,formatter_payload_bytes,field_evidence,unresolved,validation_plan_id,offline_next,runtime_scenario,negative_control,pass_criterion,source_evidence
0x0405,ActionAutoMoveToLocation_Client,클래스명 연결,True,004d0a99,이동·방향·위치,0,0,{},21,,,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,"현재 위치·목적지·보정 위치·효과 위치, 축·단위·지속시간을 구별해야 함",V02,벡터 필드가 위치 setter·경로·보간 중 어디에 들어가는지 추적하고 참조 대상과 좌표 변환을 확인한다.,대상 ActionAutoMoveToLocation_Client: 정지→알려진 두 지점 사이 직선 이동→중지→돌진/순간이동을 각각 단독 수행한다.,"제자리 방향 전환, 이동 실패, 위치 고정 스킬을 대조한다.",개체·축·단위가 관측과 일치하고 현재 위치와 목적지가 분리된다. 예측/보정·취소·중지에서도 오탐하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0405)
0x0406,ActionAutoOrbit,클래스명 연결,True,004d0b73,이동·방향·위치,2084,29,"{""38"": 2084}",32,,32,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,"현재 위치·목적지·보정 위치·효과 위치, 축·단위·지속시간을 구별해야 함",V02,벡터 필드가 위치 setter·경로·보간 중 어디에 들어가는지 추적하고 참조 대상과 좌표 변환을 확인한다.,대상 ActionAutoOrbit: 정지→알려진 두 지점 사이 직선 이동→중지→돌진/순간이동을 각각 단독 수행한다.,"제자리 방향 전환, 이동 실패, 위치 고정 스킬을 대조한다.",개체·축·단위가 관측과 일치하고 현재 위치와 목적지가 분리된다. 예측/보정·취소·중지에서도 오탐하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0406)
0x0407,ActionCancelAutoOrbit,클래스명 연결,True,004d0c7c,이동·방향·위치,548,20,"{""22"": 548}",16,,16,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,"현재 위치·목적지·보정 위치·효과 위치, 축·단위·지속시간을 구별해야 함",V02,벡터 필드가 위치 setter·경로·보간 중 어디에 들어가는지 추적하고 참조 대상과 좌표 변환을 확인한다.,대상 ActionCancelAutoOrbit: 정지→알려진 두 지점 사이 직선 이동→중지→돌진/순간이동을 각각 단독 수행한다.,"제자리 방향 전환, 이동 실패, 위치 고정 스킬을 대조한다.",개체·축·단위가 관측과 일치하고 현재 위치와 목적지가 분리된다. 예측/보정·취소·중지에서도 오탐하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0407)
0x0408,ActionAttachToActor_Client,클래스명 연결,True,004d0d2a,이동·방향·위치,0,0,{},6,,,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,"현재 위치·목적지·보정 위치·효과 위치, 축·단위·지속시간을 구별해야 함",V02,벡터 필드가 위치 setter·경로·보간 중 어디에 들어가는지 추적하고 참조 대상과 좌표 변환을 확인한다.,대상 ActionAttachToActor_Client: 정지→알려진 두 지점 사이 직선 이동→중지→돌진/순간이동을 각각 단독 수행한다.,"제자리 방향 전환, 이동 실패, 위치 고정 스킬을 대조한다.",개체·축·단위가 관측과 일치하고 현재 위치와 목적지가 분리된다. 예측/보정·취소·중지에서도 오탐하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0408)
0x0409,ActionTeleportTo,클래스명 연결,True,004d0d7e,이동·방향·위치,5579,55,"{""22"": 5579}",17,,17,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,"현재 위치·목적지·보정 위치·효과 위치, 축·단위·지속시간을 구별해야 함",V02,벡터 필드가 위치 setter·경로·보간 중 어디에 들어가는지 추적하고 참조 대상과 좌표 변환을 확인한다.,대상 ActionTeleportTo: 정지→알려진 두 지점 사이 직선 이동→중지→돌진/순간이동을 각각 단독 수행한다.,"제자리 방향 전환, 이동 실패, 위치 고정 스킬을 대조한다.",개체·축·단위가 관측과 일치하고 현재 위치와 목적지가 분리된다. 예측/보정·취소·중지에서도 오탐하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0409)
0x040a,ActionTeleport_Client,클래스명 연결,True,004d0e3b,이동·방향·위치,0,0,{},17,,,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,"현재 위치·목적지·보정 위치·효과 위치, 축·단위·지속시간을 구별해야 함",V02,벡터 필드가 위치 setter·경로·보간 중 어디에 들어가는지 추적하고 참조 대상과 좌표 변환을 확인한다.,대상 ActionTeleport_Client: 정지→알려진 두 지점 사이 직선 이동→중지→돌진/순간이동을 각각 단독 수행한다.,"제자리 방향 전환, 이동 실패, 위치 고정 스킬을 대조한다.",개체·축·단위가 관측과 일치하고 현재 위치와 목적지가 분리된다. 예측/보정·취소·중지에서도 오탐하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x040a)
0x040b,ActionEntityDestroy,클래스명 연결,True,004d23fb,개체 생명주기,115602,55,"{""6"": 115602}",4,,4,"payload+0 BE32 개체 ID, ActionEntityDestroy",예약 정리와 즉시 제거·사망·보상은 별개임,V01,해당 클래스 생성자→apply의 ID 조회와 상태 전이를 추적하고 이전 spawn 정의·ID 수명·후속 snapshot을 연결한다.,대상 ActionEntityDestroy: 영웅과 미니언 각각 생성→사망→소멸→부활/재생성을 기록하고 부활 시 조작 가능 시점을 별도 표시한다.,살아 있는 효과 개체의 정상 제거와 section 경계 snapshot 재전송을 대조한다.,"대상 ID와 실제 생명주기 단계가 일치하며 snapshot 반복을 신규 생성으로, 제거를 처치로 오인하지 않는다.",vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x040b)
0x040d,ActionFireProjectile,클래스명 연결,True,004d282a,능력·공격·체력·투사체,849998,56,"{""22"": 849998}",17,,17,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,"요청·시전·적중·효과·취소, 공격자·소유자·대상, 피해와 회복·보호막을 구별해야 함",V03,"생성자→apply의 참조와 ability/projectile 정의, HP 처리·쿨다운·charge 소비 경로를 추적한다.",대상 ActionFireProjectile: 기본 공격과 A/B/C를 각각 단독 사용하고 헛발·적중·취소를 분리한다. 체력 관련 후보는 단일 피해·회복·보호막을 따로 비교한다.,"무행동, 범위 밖, 쿨다운 중 재입력, 빗나간 투사체를 대조한다.",서로 다른 영웅 2종 이상에서 개체·능력·단계가 일치하고 실패 요청을 성공 시전/적중으로 세지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x040d)
0x040e,ActionFireProjectile,클래스명 연결,True,004d28c5,능력·공격·체력·투사체,39316,54,"{""30"": 39316}",28,,28,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,"요청·시전·적중·효과·취소, 공격자·소유자·대상, 피해와 회복·보호막을 구별해야 함",V03,"생성자→apply의 참조와 ability/projectile 정의, HP 처리·쿨다운·charge 소비 경로를 추적한다.",대상 ActionFireProjectile: 기본 공격과 A/B/C를 각각 단독 사용하고 헛발·적중·취소를 분리한다. 체력 관련 후보는 단일 피해·회복·보호막을 따로 비교한다.,"무행동, 범위 밖, 쿨다운 중 재입력, 빗나간 투사체를 대조한다.",서로 다른 영웅 2종 이상에서 개체·능력·단계가 일치하고 실패 요청을 성공 시전/적중으로 세지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x040e)
0x040f,ActionFireProjectile,클래스명 연결,True,004d29fc,능력·공격·체력·투사체,40887,53,"{""46"": 40887}",44,,44,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,"요청·시전·적중·효과·취소, 공격자·소유자·대상, 피해와 회복·보호막을 구별해야 함",V03,"생성자→apply의 참조와 ability/projectile 정의, HP 처리·쿨다운·charge 소비 경로를 추적한다.",대상 ActionFireProjectile: 기본 공격과 A/B/C를 각각 단독 사용하고 헛발·적중·취소를 분리한다. 체력 관련 후보는 단일 피해·회복·보호막을 따로 비교한다.,"무행동, 범위 밖, 쿨다운 중 재입력, 빗나간 투사체를 대조한다.",서로 다른 영웅 2종 이상에서 개체·능력·단계가 일치하고 실패 요청을 성공 시전/적중으로 세지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x040f)
0x0410,ActionDetonateProjectile,클래스명 연결,True,004d2b78,능력·공격·체력·투사체,52977,54,"{""22"": 52977}",17,,17,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,"요청·시전·적중·효과·취소, 공격자·소유자·대상, 피해와 회복·보호막을 구별해야 함",V03,"생성자→apply의 참조와 ability/projectile 정의, HP 처리·쿨다운·charge 소비 경로를 추적한다.",대상 ActionDetonateProjectile: 기본 공격과 A/B/C를 각각 단독 사용하고 헛발·적중·취소를 분리한다. 체력 관련 후보는 단일 피해·회복·보호막을 따로 비교한다.,"무행동, 범위 밖, 쿨다운 중 재입력, 빗나간 투사체를 대조한다.",서로 다른 영웅 2종 이상에서 개체·능력·단계가 일치하고 실패 요청을 성공 시전/적중으로 세지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0410)
0x0411,ActionRequestActivateAbility,요청 직렬화 클래스 연결,False,,능력·공격·체력·투사체,0,0,{},,5,5,요청 formatter의 opcode 상수와 직렬화 payload 길이 확인: 5B. 바깥 VGR framing과 구별,요청 생성/전송과 서버 수락·실제 행동 성공은 별개. 변형 조건: object+0x28 mode 0 or 3,V03,"생성자→apply의 참조와 ability/projectile 정의, HP 처리·쿨다운·charge 소비 경로를 추적한다.",대상 ActionRequestActivateAbility: 기본 공격과 A/B/C를 각각 단독 사용하고 헛발·적중·취소를 분리한다. 체력 관련 후보는 단일 피해·회복·보호막을 따로 비교한다. 실제 송신 bytes와 수신/리플레이 방향을 독립 확인한다.,"무행동, 범위 밖, 쿨다운 중 재입력, 빗나간 투사체를 대조한다.",서로 다른 영웅 2종 이상에서 개체·능력·단계가 일치하고 실패 요청을 성공 시전/적중으로 세지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0411)
0x0412,ActionRequestActivateAbility,요청 직렬화 클래스 연결,False,,능력·공격·체력·투사체,0,0,{},,13,13,요청 formatter의 opcode 상수와 직렬화 payload 길이 확인: 13B. 바깥 VGR framing과 구별,요청 생성/전송과 서버 수락·실제 행동 성공은 별개. 변형 조건: object+0x28 mode 1,V03,"생성자→apply의 참조와 ability/projectile 정의, HP 처리·쿨다운·charge 소비 경로를 추적한다.",대상 ActionRequestActivateAbility: 기본 공격과 A/B/C를 각각 단독 사용하고 헛발·적중·취소를 분리한다. 체력 관련 후보는 단일 피해·회복·보호막을 따로 비교한다. 실제 송신 bytes와 수신/리플레이 방향을 독립 확인한다.,"무행동, 범위 밖, 쿨다운 중 재입력, 빗나간 투사체를 대조한다.",서로 다른 영웅 2종 이상에서 개체·능력·단계가 일치하고 실패 요청을 성공 시전/적중으로 세지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0412)
0x0413,ActionRequestActivateAbility,요청 직렬화 클래스 연결,False,,능력·공격·체력·투사체,0,0,{},,17,17,요청 formatter의 opcode 상수와 직렬화 payload 길이 확인: 17B. 바깥 VGR framing과 구별,요청 생성/전송과 서버 수락·실제 행동 성공은 별개. 변형 조건: object+0x28 mode 2,V03,"생성자→apply의 참조와 ability/projectile 정의, HP 처리·쿨다운·charge 소비 경로를 추적한다.",대상 ActionRequestActivateAbility: 기본 공격과 A/B/C를 각각 단독 사용하고 헛발·적중·취소를 분리한다. 체력 관련 후보는 단일 피해·회복·보호막을 따로 비교한다. 실제 송신 bytes와 수신/리플레이 방향을 독립 확인한다.,"무행동, 범위 밖, 쿨다운 중 재입력, 빗나간 투사체를 대조한다.",서로 다른 영웅 2종 이상에서 개체·능력·단계가 일치하고 실패 요청을 성공 시전/적중으로 세지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0413)
0x0414,ActionRequestCancelAbility_Client,요청 직렬화 클래스 연결,False,,능력·공격·체력·투사체,613,9,"{""6"": 613}",,2,2,요청 formatter의 opcode 상수와 직렬화 payload 길이 확인: 2B. 바깥 VGR framing과 구별,요청 생성/전송과 서버 수락·실제 행동 성공은 별개. 변형 조건: 추가 변형 조건 미기재,V03,"생성자→apply의 참조와 ability/projectile 정의, HP 처리·쿨다운·charge 소비 경로를 추적한다.",대상 ActionRequestCancelAbility_Client: 기본 공격과 A/B/C를 각각 단독 사용하고 헛발·적중·취소를 분리한다. 체력 관련 후보는 단일 피해·회복·보호막을 따로 비교한다. 실제 송신 bytes와 수신/리플레이 방향을 독립 확인한다.,"무행동, 범위 밖, 쿨다운 중 재입력, 빗나간 투사체를 대조한다.",서로 다른 영웅 2종 이상에서 개체·능력·단계가 일치하고 실패 요청을 성공 시전/적중으로 세지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0414)
0x0415,ActionPlayAbility,클래스명 연결,True,004d11f2,능력·공격·체력·투사체,1261753,56,"{""14"": 1261753}",9,,9,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,"요청·시전·적중·효과·취소, 공격자·소유자·대상, 피해와 회복·보호막을 구별해야 함",V03,"생성자→apply의 참조와 ability/projectile 정의, HP 처리·쿨다운·charge 소비 경로를 추적한다.",대상 ActionPlayAbility: 기본 공격과 A/B/C를 각각 단독 사용하고 헛발·적중·취소를 분리한다. 체력 관련 후보는 단일 피해·회복·보호막을 따로 비교한다.,"무행동, 범위 밖, 쿨다운 중 재입력, 빗나간 투사체를 대조한다.",서로 다른 영웅 2종 이상에서 개체·능력·단계가 일치하고 실패 요청을 성공 시전/적중으로 세지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0415)
0x0416,ActionPlayAbility,클래스명 연결,True,004d1284,능력·공격·체력·투사체,79676,54,"{""22"": 79676}",17,,17,ActionPlayAbility; 좌표형 필드가 포함될 수 있음,기존 위치 후보에서 실제 시전 주체·능력 ID·목표 위치·단계를 분리해야 함,V03,"생성자→apply의 참조와 ability/projectile 정의, HP 처리·쿨다운·charge 소비 경로를 추적한다.",대상 ActionPlayAbility: 기본 공격과 A/B/C를 각각 단독 사용하고 헛발·적중·취소를 분리한다. 체력 관련 후보는 단일 피해·회복·보호막을 따로 비교한다.,"무행동, 범위 밖, 쿨다운 중 재입력, 빗나간 투사체를 대조한다.",서로 다른 영웅 2종 이상에서 개체·능력·단계가 일치하고 실패 요청을 성공 시전/적중으로 세지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0416)
0x0417,ActionPlayAbility,클래스명 연결,True,004d1339,능력·공격·체력·투사체,0,0,{},21,,21,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,"요청·시전·적중·효과·취소, 공격자·소유자·대상, 피해와 회복·보호막을 구별해야 함",V03,"생성자→apply의 참조와 ability/projectile 정의, HP 처리·쿨다운·charge 소비 경로를 추적한다.",대상 ActionPlayAbility: 기본 공격과 A/B/C를 각각 단독 사용하고 헛발·적중·취소를 분리한다. 체력 관련 후보는 단일 피해·회복·보호막을 따로 비교한다.,"무행동, 범위 밖, 쿨다운 중 재입력, 빗나간 투사체를 대조한다.",서로 다른 영웅 2종 이상에서 개체·능력·단계가 일치하고 실패 요청을 성공 시전/적중으로 세지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0417)
0x0418,ActionPlayVoiceOver,클래스명 연결,True,004d13ff,화면·음향·알림·소셜,0,0,{},8,,8,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,"로컬 연출과 서버 사건, 개인/팀/전체 수신 범위, 표시 ID와 전투 영향은 별도임",V09,"localization/audio/pfx/UI 소비 경로와 수신 범위, 참조 ID·위치·지속시간, 로컬 요청 여부를 확인한다.",대상 ActionPlayVoiceOver: 비공개/연습 환경에서 해당 알림·핑·음성·효과·표시를 하나씩 발생시키고 지원되는 관점별 화면/음향을 비교한다.,"로컬 표시/음량 설정 변경, 수신 범위 밖, 유사하지만 다른 알림을 대조한다.",ID·대상·범위·표시가 일치하고 로컬 연출을 피해·처치·아이템 획득으로 오인하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0418)
0x0419,ActionPlayPfxAtLocation,클래스명 연결,True,004d144a,화면·음향·알림·소셜,5520,54,"{""30"": 5520}",24,,,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,"로컬 연출과 서버 사건, 개인/팀/전체 수신 범위, 표시 ID와 전투 영향은 별도임",V09,"localization/audio/pfx/UI 소비 경로와 수신 범위, 참조 ID·위치·지속시간, 로컬 요청 여부를 확인한다.",대상 ActionPlayPfxAtLocation: 비공개/연습 환경에서 해당 알림·핑·음성·효과·표시를 하나씩 발생시키고 지원되는 관점별 화면/음향을 비교한다.,"로컬 표시/음량 설정 변경, 수신 범위 밖, 유사하지만 다른 알림을 대조한다.",ID·대상·범위·표시가 일치하고 로컬 연출을 피해·처치·아이템 획득으로 오인하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0419)
0x041a,ActionOverrideAbility,클래스명 연결,True,004d1520,능력·공격·체력·투사체,55144,54,"{""14"": 55144}",13,,13,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,"요청·시전·적중·효과·취소, 공격자·소유자·대상, 피해와 회복·보호막을 구별해야 함",V03,"생성자→apply의 참조와 ability/projectile 정의, HP 처리·쿨다운·charge 소비 경로를 추적한다.",대상 ActionOverrideAbility: 기본 공격과 A/B/C를 각각 단독 사용하고 헛발·적중·취소를 분리한다. 체력 관련 후보는 단일 피해·회복·보호막을 따로 비교한다.,"무행동, 범위 밖, 쿨다운 중 재입력, 빗나간 투사체를 대조한다.",서로 다른 영웅 2종 이상에서 개체·능력·단계가 일치하고 실패 요청을 성공 시전/적중으로 세지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x041a)
0x041b,ActionClearAbilityOverride,클래스명 연결,True,004d1590,능력·공격·체력·투사체,52309,53,"{""14"": 52309}",8,,8,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,"요청·시전·적중·효과·취소, 공격자·소유자·대상, 피해와 회복·보호막을 구별해야 함",V03,"생성자→apply의 참조와 ability/projectile 정의, HP 처리·쿨다운·charge 소비 경로를 추적한다.",대상 ActionClearAbilityOverride: 기본 공격과 A/B/C를 각각 단독 사용하고 헛발·적중·취소를 분리한다. 체력 관련 후보는 단일 피해·회복·보호막을 따로 비교한다.,"무행동, 범위 밖, 쿨다운 중 재입력, 빗나간 투사체를 대조한다.",서로 다른 영웅 2종 이상에서 개체·능력·단계가 일치하고 실패 요청을 성공 시전/적중으로 세지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x041b)
0x041c,ActionModifyActorAttribute,클래스명 연결,True,004d2c5c,능력치·자원·경제·레벨,272490,56,"{""22"": 272490}",15,,15,"+0/+4 BE32 참조, +8 float, +12 index, +13 layer, +14 SET/ADD; index41/42는 K/D",ref1을 가해자로 취급하지 않음. 전체 계층·reset·computed 값과 최종 화면은 별도 확인,V05,index별 setter→getter→명명된 export/UI 소비 경로와 초기 snapshot·reset·clamp를 추적한다. 상관만으로 자원 이름을 정하지 않는다.,대상 ActionModifyActorAttribute: 대기→구매→판매→단독 막타→근처 공유 처치→정글 처치를 분리한다. 레벨업 후 포인트를 보유했다가 능력 하나만 강화한다.,"SET 재전송, 무행동 자연 수입, 막타 없는 근접, 거절 구매, 사망 reset을 대조한다.",연산과 snapshot으로 복원한 수치가 각 관측 시점과 일치하고 잔액·총수입·레벨·포인트를 구별한다. 최종 KDA는 결과 화면으로 별도 확인한다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x041c)
0x041d,ActionModifyActorResource,클래스명 연결,True,004d2cf4,능력치·자원·경제·레벨,4606221,56,"{""14"": 4606221}",12,,12,"+0 BE32 참조, +4 float, +8 index, +9 SET/ADD, +10/+11 flags; index11은 assists",resource14의 화면 이름과 다른 자원 의미·flags·총수입/잔액을 별도로 확인,V05,index별 setter→getter→명명된 export/UI 소비 경로와 초기 snapshot·reset·clamp를 추적한다. 상관만으로 자원 이름을 정하지 않는다.,대상 ActionModifyActorResource: 대기→구매→판매→단독 막타→근처 공유 처치→정글 처치를 분리한다. 레벨업 후 포인트를 보유했다가 능력 하나만 강화한다.,"SET 재전송, 무행동 자연 수입, 막타 없는 근접, 거절 구매, 사망 reset을 대조한다.",연산과 snapshot으로 복원한 수치가 각 관측 시점과 일치하고 잔액·총수입·레벨·포인트를 구별한다. 최종 KDA는 결과 화면으로 별도 확인한다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x041d)
0x041e,ActionImpactHealth,클래스명 연결,True,004d2db0,능력·공격·체력·투사체,2146087,56,"{""22"": 2146087}",16,,16,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,"요청·시전·적중·효과·취소, 공격자·소유자·대상, 피해와 회복·보호막을 구별해야 함",V03,"생성자→apply의 참조와 ability/projectile 정의, HP 처리·쿨다운·charge 소비 경로를 추적한다.",대상 ActionImpactHealth: 기본 공격과 A/B/C를 각각 단독 사용하고 헛발·적중·취소를 분리한다. 체력 관련 후보는 단일 피해·회복·보호막을 따로 비교한다.,"무행동, 범위 밖, 쿨다운 중 재입력, 빗나간 투사체를 대조한다.",서로 다른 영웅 2종 이상에서 개체·능력·단계가 일치하고 실패 요청을 성공 시전/적중으로 세지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x041e)
0x041f,ActionModifyGameModeVar,클래스명 연결,True,004d2e44,경기·시계·튜토리얼·통계,336,56,"{""14"": 336}",8,,8,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,수신·큐 적용·경기 상태·화면 표시·최종 집계 고정은 별개이며 outer timestamp는 UI 시계가 아님,V08,상태 getter/setter·queue·reason 분기와 이름이 있는 소비 경로를 추적한다. 같은 시각 후속 연산과 지원되지 않는 시계를 보존한다.,대상 ActionModifyGameModeVar: 시작·준비·관전자 전환·튜토리얼 상태를 분리하고 정상 비항복 종료와 항복 종료를 각각 기록한다. 종료 직전 전투와 최종 화면도 함께 확보한다.,"종료 전 비슷한 시각의 대기, 무시/실패 reason, 지원되지 않는 모드와 시계 정지·재개를 대조한다.",해당 상태와 표시가 일치하고 동시각 후속 점수를 보존한다. 결과 화면으로 최종 수치를 확인하기 전 완료/보정 기준으로 승격하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x041f)
0x0420,ActionCreateZoneOfControl,클래스명 연결,True,004d2ea1,버프·스택·장판,0,0,{},29,,29,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,부여·스택 변경·변수 변경·해제·자연 만료와 장판의 생성/제거를 구별해야 함,V04,"buff/zone 정의 ID와 대상 조회, duration·stack·mask·variable setter 및 종료 경로를 추적한다.",대상 ActionCreateZoneOfControl: 동일 버프를 한 번 부여한 뒤 재부여·중첩·강제 해제·자연 만료를 각각 기록한다. 장판은 진입과 이탈을 분리한다.,"대상 밖, 면역 상태, 스택 상한 도달, 같은 효과의 갱신을 대조한다.",버프 ID·대상·스택·남은 시간과 종료 이유가 일치하고 갱신을 신규 효과나 처치로 중복 집계하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0420)
0x0421,ActionCreateZoneOfControl,클래스명 연결,True,004d2ff3,버프·스택·장판,1123,35,"{""25"": 276, ""30"": 847}",25,,25,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,부여·스택 변경·변수 변경·해제·자연 만료와 장판의 생성/제거를 구별해야 함,V04,"buff/zone 정의 ID와 대상 조회, duration·stack·mask·variable setter 및 종료 경로를 추적한다.",대상 ActionCreateZoneOfControl: 동일 버프를 한 번 부여한 뒤 재부여·중첩·강제 해제·자연 만료를 각각 기록한다. 장판은 진입과 이탈을 분리한다.,"대상 밖, 면역 상태, 스택 상한 도달, 같은 효과의 갱신을 대조한다.",버프 ID·대상·스택·남은 시간과 종료 이유가 일치하고 갱신을 신규 효과나 처치로 중복 집계하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0421)
0x0422,ActionCreateZoneOfControl,클래스명 연결,True,004d30bc,버프·스택·장판,201,3,"{""24"": 66, ""30"": 135}",24,,24,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,부여·스택 변경·변수 변경·해제·자연 만료와 장판의 생성/제거를 구별해야 함,V04,"buff/zone 정의 ID와 대상 조회, duration·stack·mask·variable setter 및 종료 경로를 추적한다.",대상 ActionCreateZoneOfControl: 동일 버프를 한 번 부여한 뒤 재부여·중첩·강제 해제·자연 만료를 각각 기록한다. 장판은 진입과 이탈을 분리한다.,"대상 밖, 면역 상태, 스택 상한 도달, 같은 효과의 갱신을 대조한다.",버프 ID·대상·스택·남은 시간과 종료 이유가 일치하고 갱신을 신규 효과나 처치로 중복 집계하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0422)
0x0423,ActionDestroyZoneOfControl,클래스명 연결,True,004d319f,버프·스택·장판,981,36,"{""6"": 981}",4,,4,분기 복사 크기·byte order helper·생성자 저장 위치를 근거에 보존; 필드 이름은 미확정,부여·스택 변경·변수 변경·해제·자연 만료와 장판의 생성/제거를 구별해야 함,V04,"buff/zone 정의 ID와 대상 조회, duration·stack·mask·variable setter 및 종료 경로를 추적한다.",대상 ActionDestroyZoneOfControl: 동일 버프를 한 번 부여한 뒤 재부여·중첩·강제 해제·자연 만료를 각각 기록한다. 장판은 진입과 이탈을 분리한다.,"대상 밖, 면역 상태, 스택 상한 도달, 같은 효과의 갱신을 대조한다.",버프 ID·대상·스택·남은 시간과 종료 이유가 일치하고 갱신을 신규 효과나 처치로 중복 집계하지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0423)
0x0424,ActionRequestModifyBasicAttackTarget,요청 직렬화 클래스 연결,False,,능력·공격·체력·투사체,243474,54,"{""6"": 243474}",,5,5,요청 formatter의 opcode 상수와 직렬화 payload 길이 확인: 5B. 바깥 VGR framing과 구별,요청 생성/전송과 서버 수락·실제 행동 성공은 별개. 변형 조건: 추가 변형 조건 미기재,V03,"생성자→apply의 참조와 ability/projectile 정의, HP 처리·쿨다운·charge 소비 경로를 추적한다.",대상 ActionRequestModifyBasicAttackTarget: 기본 공격과 A/B/C를 각각 단독 사용하고 헛발·적중·취소를 분리한다. 체력 관련 후보는 단일 피해·회복·보호막을 따로 비교한다. 실제 송신 bytes와 수신/리플레이 방향을 독립 확인한다.,"무행동, 범위 밖, 쿨다운 중 재입력, 빗나간 투사체를 대조한다.",서로 다른 영웅 2종 이상에서 개체·능력·단계가 일치하고 실패 요청을 성공 시전/적중으로 세지 않는다.,vg-binary-event-candidates-2026-09-09.json (candidates opcode=0x0424)
